product_name,brands,categories,energy_kj,saturated_fat_g,sugars_g,salt_g,proteins_g,fiber_g,fruit_veg_pct,nutri_score_value,nutri_score_label,green_score_value,ecoscore_grade,url,wsm_score,wsm_class
Filet de poulet rôti,Fleury Michon,"Viandes et dérivés,Viandes,Charcuteries,Poulet et dérivés,Volailles,Poulets,Charcuteries cuites,Blancs de volaille en tranches,Filets de poulet,Blancs de poulet en tranches",469.0,0.6,0.5,1.5,23.0,0.0,8.042279412,1,B,19,E,https://world.openfoodfacts.org/product/3302740057670,60.0,D
Emincés de Poulet - Rôtis au Four,Fleury Michon,"Meats and their products,Meats,Chicken and its products,Poultries,Chickens,fr:Emincés de poulet",699.0,2.0,0.8,1.77,22.0,0.0,1.80625,11,D,26,E,https://world.openfoodfacts.org/product/3095758913013,56.667,D
Blanc de Poulet  - 25% de sel*,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches",431.0,0.5,0.5,1.3775,21.0,0.0,2.12625,0,A,24,E,https://world.openfoodfacts.org/product/3095757047108,61.111,D
Blanc de Poulet - Rôti à la Broche,Fleury Michon,"Meats and their products, Meats, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, fr:Blancs de poulet rôti à la broche, en:chickens",440.0,0.5,0.5,1.8,21.0,0.0,1.408300781,2,B,19,E,https://world.openfoodfacts.org/product/3095756196012,58.889,D
Cordons bleus de poulet,"Les Volailles du Chef, Toque du Chef","viandes-et-dérivés, viandes, poulet-et-dérivés, préparations-de-viande, volailles, produits-panés, poulets, préparations-au-poulet, cordons-bleus, en:chicken-cordons-bleus",954.0,2.9,2.0,11.2,12.0,2.0,0.0,24,E,38,D,https://world.openfoodfacts.org/product/4056489039556,43.889,E
Blanc de Poulet Nature Sans Nitrite,Fleury Michon,"Meats and their products, Meats, Prepared meats, Chicken and its products, Poultries, Chickens, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices",418.0,0.4,0.5,1.5,21.0,0.0,0.278645833,1,B,19,E,https://world.openfoodfacts.org/product/3302740059186,60.0,D
Blanc de Poulet - Doré au Four,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches, Blancs de poulet doré au four",418.0,0.4,0.5,0.00375,21.0,0.0,1.306091309,-6,A,19,E,https://world.openfoodfacts.org/product/3302740046926,67.778,C
Nuggets de poulet bio,Nature de France,"Viandes et dérivés, Viandes, Poulet et dérivés, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet",875.0,1.4,1.1,1.0,11.0,2.1,0.052490234,3,C,50,C,https://world.openfoodfacts.org/product/3422210436245,67.778,C
Chicken Dippers,Birds Eye,"Meats and their products,Meat preparations,Meats,Chicken and its products,Poultries,Chicken preparations,Breaded products,Chickens,Poultry nuggets,Breaded chicken,Chicken nuggets",1084.0,1.5,0.7,0.935,13.0,1.0,0.0,3,C,40,D,https://world.openfoodfacts.org/product/5000116123902,62.778,C
Nuggets de poulet panés,Picard,"Frozen foods, Meats and their products, Meat preparations, Chicken and its products, Breaded products, Chicken preparations, Breaded chicken, Poultry nuggets, Chicken nuggets, en:cooked-chicken",728.0,0.9,1.0,0.57,16.0,0.5,0.030184659,-2,A,30,D,https://world.openfoodfacts.org/product/3270160339945,68.333,C
Piratki Filet z Kurczaka,Pikok,"Produkty na bazie mięsa, Mięsa, en:Chicken and its products, Mięso drobiowe, Kurczaki",435.0,0.3,1.6,1.87,22.0,0.0,0.0,3,C,22,E,https://world.openfoodfacts.org/product/20690069,57.778,D
Émincé de poulet rôti,Fleury Michon,"Meats and their products, Meals, Meats, Prepared meats, Chicken and its products, Poultries, Meals with meat, Chickens, Cooked poultries, fr:Charcuteries cuites, Cooked chicken, Poultry hams, Roast chicken, fr:Emince-de-poulet, en:meals-with-chicken",689.0,2.0,0.8,1.1,22.0,0.0,4.1015625,1,B,26,E,https://world.openfoodfacts.org/product/3302740021220,60.0,D
Blanc de poulet 100% filet,Fleury Michon,"Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, en:chickens",418.0,0.4,0.5,1.5,21.0,0.0,0.650173611,1,B,19,E,https://world.openfoodfacts.org/product/3302740057113,60.0,D
Coq ailes Nature 250g,Maître CoQ,"Viandes et dérivés, Plats préparés, Viandes, Poulet et dérivés, Volailles, Poulets, Volailles cuites, Poulets cuisinés, Ailes de poulet",828.0,2.8,0.0,1.08,20.0,0.0,0.0,2,B,36,D,https://world.openfoodfacts.org/product/3230890016752,63.889,C
Crousti Tenders aiguillettes,Père Dodu,"Viandes et dérivés,Préparations de viande,Viandes,Poulet et dérivés,Volailles,Préparations au poulet,Produits panés,Poulets,Volailles cuites,Poulets cuisinés,Nuggets de volaille,Poulets panés,Nuggets de poulet,Nuggets",875.0,0.9,1.1,1.1,17.0,1.3,0.010661765,1,B,20,E,https://world.openfoodfacts.org/product/3596690289032,60.0,D
Filets de poulet,Plukon,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Filets de poulet",464.0,0.6,0.5,0.2,23.0,0.0,0.0,-6,A,35,D,https://world.openfoodfacts.org/product/5413458017578,72.778,B
Blanc de poulet -25% sel,"Lidl, Saint Alby","Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, Reconstituted chicken breast slices, en:chickens",456.0,0.6,0.8,1.28,21.0,0.0,0.13734375,0,A,22,E,https://world.openfoodfacts.org/product/4056489276739,61.111,D
2 Panés façon milanaise,Le gaulois,"Meats and their products, Meat preparations, Meats, Chicken and its products, Poultries, Breaded products, Chickens, Breaded meat cutlets, en:breaded-chicken",1021.0,2.6,1.4,1.1,14.0,3.0,0.00378418,5,C,40,D,https://world.openfoodfacts.org/product/3266980781583,60.556,D
Frankfurt original,Campofrío,"Productos a base de carne, Carnes, Embutidos, Salchichas, Pollo y sus productos, Preparados de carne, Aves, Pollo, en:Chicken preparations, Salchichas alemanas, Salchichas de aves, Salchicha de pollo, Salchichas Frankfurt",828.0,5.0,1.3,2.0,13.0,0.0,0.0,15,D,20,E,https://world.openfoodfacts.org/product/8410320127356,50.0,E
Nuggets de poulet 100% filet,"L'Atelier Père Dodu, Père Dodu","Meats and their products, Frozen foods, Meat preparations, Meats, Chicken and its products, Poultries, Chicken preparations, Breaded products, Chickens, Cooked poultries, Breaded chicken, Poultry nuggets, Chicken nuggets, fr:Nuggets, en:cooked-chicken",926.0,1.0,0.7,0.5,16.0,1.2,0.0,-2,A,29,E,https://world.openfoodfacts.org/product/3596690773104,63.333,C
Bâtonnets de poulet panés,Picard,"Meats and their products, Meat preparations, Chicken and its products, Chicken preparations, Breaded products, Breaded chicken, en:chickens",1065.0,1.9,1.2,0.9,14.7,1.6,0.0,2,B,42,D,https://world.openfoodfacts.org/product/3270160202461,63.889,C
Blanc de poulet -25 % de sel x 4 tranches,"Marque Repère, Tradilège","Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, en:chickens",404.0,0.032,0.6,1.4,21.0,0.0,0.0,0,A,28,E,https://world.openfoodfacts.org/product/3661112059316,61.111,D
Tendre poulet,Fleury Michon,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Blancs de poulet en tranches",456.0,0.9,0.5,1.8,20.0,0.0,0.0,2,B,24,E,https://world.openfoodfacts.org/product/3302740064555,58.889,D
Filet de poulet x 2,Le Gaulois,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Filets de poulet,Poulet filet sans peau cru",452.0,0.5,0.0,0.13,23.0,0.0,0.0,-6,A,28,E,https://world.openfoodfacts.org/product/3266980891015,67.778,C
Cordon bleu de poulet,Maître CoQ,"viandes-et-dérivés, viandes, poulet-et-dérivés, préparations-de-viande, volailles, produits-panés, poulets, préparations-au-poulet, cordons-bleus, en:chicken-cordons-bleus",967.0,3.5,1.9,1.3,10.0,0.0,0.0,11,D,27,E,https://world.openfoodfacts.org/product/3230890014000,53.333,E
FILET TRANCHE DE POULET CURRY - 4 tr.,Fleury Michon,"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Filets de poulet",578.0,0.7,1.8,1.8,27.0,0.0,12.94791667,2,B,35,D,https://world.openfoodfacts.org/product/3095758111013,63.889,C
Aiguillettes de poulet saveur citron surgelées,Picard,"Viandes et dérivés, Surgelés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",456.0,0.3,0.5,0.7275,21.0,0.5,0.01011,-3,A,27,E,https://world.openfoodfacts.org/product/3270160202706,64.444,C
Sunca din piept de pui,Pikok,"Meats and their products, Meats, Chicken and its products, Poultries, Chickens, ro:Șuncă din piept de pui, en:hams",453.0,1.2,0.5,1.9675,19.0,0.0,0.0,11,D,27,E,https://world.openfoodfacts.org/product/20377960,56.667,D
Blanc de poulet sup dore au four 4tr 160g - france,Monique Ranou,"Meats and their products, Meats, Prepared meats, Poultries, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, fr:Blancs de poulet doré au four, fr:Jambon et roti de volaille superieur, en:chickens",431.0,0.6,1.0,1.8,20.0,0.5,0.0,2,B,24,E,https://world.openfoodfacts.org/product/3250390167778,58.889,D
Aiguillettes de poulet,"Plukon, Plukon food group, plukon maasmechelen nv","Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",444.0,0.6,0.5,0.0,23.0,0.0,0.0,-6,A,34,D,https://world.openfoodfacts.org/product/5413458061403,72.778,B
